INSTNM,CITY,STABBR,ZIP,INSTURL
Hartnell College,Salinas,CA,93901,www.hartnell.edu
Harvey Mudd College,Claremont,CA,91711,www.hmc.edu
Heald College-Rancho Cordova,Rancho Cordova,CA,95670,www.heald.edu
Heald College-Fresno,Fresno,CA,93704,www.heald.edu
Heald College-San Jose,Milpitas,CA,95035-8008,www.heald.edu
Heald College-San Francisco,San Francisco,CA,94103,www.heald.edu
Heald College-Concord,Concord,CA,94520-0522,www.Heald.edu
Hilltop Beauty School,Daly City,CA,94014,www.hilltopbeautyschool.com
Holy Names University,Oakland,CA,94619-1699,www.hnu.edu
Pacifica Graduate Institute,Carpinteria,CA,93013,www.pacifica.edu
Humboldt State University,Arcata,CA,95521-8299,www.humboldt.edu
Humphreys College-Stockton and Modesto Campuses,Stockton,CA,95207-3896,www.humphreys.edu
Humphreys College-Modesto,Modesto,CA,953560532,http://humphreys.edu
Imperial Valley College,Imperial,CA,92251-0158,www.imperial.edu
Institute for Business and Technology,Santa Clara,CA,95051-1303,www.ibttech.com
Interior Designers Institute,Newport Beach,CA,92660,idi.edu
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,90401,toniguy.com/academy/santa_monica_beauty_school/default.aspx
International School of Cosmetology,Costa Mesa,CA,92626,http://toniguy.com/academy/costa_mesa_beauty_school/default.aspx
Irvine Valley College,Irvine,CA,92618-0301,www.ivc.edu
ATEP at IVC,Tustin,CA,927820223,http://www.atep.us/
ITT Technical Institute-National City,National City,CA,91950,www.itt-tech.edu
ITT Technical Institute-San Dimas,San Dimas,CA,91773,www.itt-tech.edu
ITT Technical Institute-Orange,Orange,CA,92868,www.itt-tech.edu
Bellus Academy-El Cajon,El Cajon,CA,92021,www.bellusacademy.edu
John F Kennedy University,Pleasant Hill,CA,94523-4817,www.jfku.edu
American Jewish University,Los Angeles,CA,90077-1519,www.aju.edu
Reedley College,Reedley,CA,93654,www.reedleycollege.edu
Life Pacific College,San Dimas,CA,91773-3298, Western Association of Schools and Colleges Senior College and University Commission
The Art Institute of California-Argosy University San Diego,San Diego,CA,92108-4423,www.artinstitutes.edu/san-diego/
University of La Verne,La Verne,CA,91750-4401,www.laverne.edu/
Laguna College of Art and Design,Laguna Beach,CA,92651,www.lcad.edu
Lake Tahoe Community College,South Lake Tahoe,CA,96150,www.ltcc.edu
Lancaster Beauty School,Lancaster,CA,93534,lancasterbeautyschool.com
Laney College,Oakland,CA,94607,www.laney.edu/wp/
Lassen Community College,Susanville,CA,96130,www.lassencollege.edu/
Life Chiropractic College West,Hayward,CA,94545-2800,www.lifewest.edu
Lincoln University,Oakland,CA,94612-2801,www.lincolnuca.edu
Southern California Seminary,El Cajon,CA,92019-1108,www.socalsem.edu
La Sierra University,Riverside,CA,92515-8247,www.lasierra.edu
Loma Linda University,Loma Linda,CA,92350,www.llu.edu/index.html
Long Beach City College,Long Beach,CA,90808-1706,www.lbcc.edu
Southern California University of Health Sciences,Whittier,CA,90604,www.scuhs.edu
Los Angeles Harbor College,Wilmington,CA,90744-2397,www.lahc.edu
Los Angeles Pierce College,Woodland Hills,CA,91371-0002,www.piercecollege.edu
Los Angeles Southwest College,Los Angeles,CA,90047-4899,www.lasc.edu
Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,www.lattc.edu
Los Angeles Valley College,Valley Glen,CA,91401-4096,www.lavc.edu
The Master's College and Seminary,Santa Clarita,CA,91321-1200,www.masters.edu
Los Angeles City College,Los Angeles,CA,90029,www.lacitycollege.edu/
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,ladhs.org/wps/portal/CollegeofNursing
Los Angeles Mission College,Sylmar,CA,91342-3200,www.lamission.edu
Los Medanos College,Pittsburg,CA,94565,www.losmedanos.edu
The Art Institute of California-Argosy University San Francisco,San Francisco,CA,94102-4908,www.artinstitutes.edu/san-francisco/
Loyola Marymount University,Los Angeles,CA,90045-2659,www.lmu.edu
Lu Ross Academy,Ventura,CA,93001-2729,www.lurossacademy.com/
Manchester Beauty College,Fresno,CA,93726,www.manchesterbeautycollege.edu
Tulare Beauty College,Tulare,CA,93274,www.tularebeautycollege.edu
Lyles Fresno College of Beauty,Fresno,CA,93710,lylescolleges.com
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,95403,www.lytles-rebc.com
MTI Business College Inc,Stockton,CA,95207-4349,www.mtistockton.com
MTI College,Sacramento,CA,95841-9817,sacramento.mticollege.edu
Kaplan College-Sacramento,Sacramento,CA,95821,www.kaplancollege.com/sacramento-ca/
Kaplan College-San Diego,San Diego,CA,92123, Accrediting Council for Independent Colleges and Schools
Kaplan College-Vista,Vista,CA,92083-7736, Accrediting Council for Independent Colleges and Schools
College of Marin,Kentfield,CA,94904-2590,www.marin.edu
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,90023,www.marinello.com
Marinello School of Beauty,Whittier,CA,90602,http://www.marinello.com
Marinello School of Beauty,Reseda,CA,91335,http://www.marinello.com
Marinello School of Beauty,Ontario,CA,91764,http://www.marinello.com
Marinello School of Beauty,San Diego,CA,92126,http://www.marinello.com
Marinello School of Beauty,San Bernardino,CA,92410,http://www.marinello.com
Marinello School of Beauty,West Covina,CA,91790,http://www.marinello.com
Marinello School of Beauty,Los Angeles,CA,90048,http://www.marinello.com
Marinello School of Beauty,Inglewood,CA,90301,http://www.marinello.com
Marinello School of Beauty-El Cajon,El Cajon,CA,92020,http://www.marinello.com
Marinello Schools of Beauty-Victorville,Victorville,CA,92392,http://www.marinello.com
Marinello Schools of Beauty-Anaheim,Anaheim,CA,92801,http://www.marinello.com
Marinello Schools of Beauty,Simi Valley,CA,93065,http://www.marinello.com
Marinello Schools of Beauty-Lomita,Lomita,CA,90717,http://www.marinello.com
Marymount California University,Rancho Palos Verdes,CA,90275-6299,www.MarymountCalifornia.edu
Mendocino College,Ukiah,CA,95482,www.mendocino.edu
Menlo College,Atherton,CA,94027-4301,www.menlo.edu
Merced College,Merced,CA,95348-2898,www.mccd.edu
Merritt College,Oakland,CA,94619-3196,www.merritt.edu
Mills College,Oakland,CA,94613,www.mills.edu
MiraCosta College,Oceanside,CA,92056-3899,www.miracosta.edu
Marinello Schools of Beauty-San Francisco,San Francisco,CA,94103,www.marinello.com
Marinello School of Beauty-Chico,Chico,CA,95926,http://www.marinello.com
Marinello School of Beauty,Redding,CA,96001,http://www.marinello.com
Marinello School of Beauty-Fresno,Fresno,CA,93711,http://www.marinello.com
Mission College,Santa Clara,CA,95054-1897,www.missioncollege.edu/
Modern Beauty Academy,Oxnard,CA,93030,www.modernbeautyacademy.org
Kaplan College-North Hollywood,North Hollywood,CA,91606-3231, Accrediting Council for Independent Colleges and Schools
Modesto Junior College,Modesto,CA,95350-5800,mjc.edu
Moler Barber College,Oakland,CA,94609-2419,moler.org/Home_Page.html
Monterey Institute of International Studies,Monterey,CA,93940,www.miis.edu
Monterey Peninsula College,Monterey,CA,93940-4799,www.mpc.edu
Moorpark College,Moorpark,CA,93021-1695,www.moorparkcollege.edu/index.shtml
Mt San Antonio College,Walnut,CA,91789-1399,www.mtsac.edu
Mount St Mary's College,Los Angeles,CA,90049-1599,www.msmc.la.edu
Mount St. Mary's College - Doheny Campus,Los Angeles,CA,90007,http://www.msmc.la.edu
Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,www.msjc.edu
Mueller College,San Diego,CA,92108-3002,www.mueller.edu
Musicians Institute,Hollywood,CA,90028,www.mi.edu
Napa Valley College,Napa,CA,94558-6236,www.napavalley.edu
Everest College-San Francisco,San Francisco,CA,94103-9946,www.bryman.edu
Everest College-Reseda,Reseda,CA,91335-4631,www.everest.edu/campus/reseda
Everest College-LA Wilshire,Los Angeles,CA,90010,bryman.edu/brymanla/
Everest College-San Jose,San Jose,CA,95128,www.bryman.edu
Everest College-Gardena,Gardena,CA,90247,www.everest.edu/campus/gardena
Everest College-Alhambra,Alhambra,CA,91803,www.everest.edu/campus/alhambra
Everest College-San Bernardino,San Bernardino,CA,92408,everest.edu/campus/san_bernardino
The National Hispanic University,San Jose,CA,95127-3823,www.nhu.edu
National Holistic Institute,Emeryville,CA,94608-2008,www.nhi.edu
National University,La Jolla,CA,92037-1011,www.nu.edu
Newschool of Architecture and Design,San Diego,CA,92101, Western Association of Schools and Colleges Senior College and University Commission
Newberry School of Beauty,Granada Hills,CA,91344-7401,www.newberryschoolofbeauty.net
Adrian's College of Beauty Modesto,Modesto,CA,95350-2381,www.adrians.edu
North-West College-Pomona,Pomona,CA,91768,www.north-westcollege.edu
North-West College-West Covina,West Covina,CA,91790,www.north-westcollege.edu
North-West College-Pasadena,Pasadena,CA,91101,www.north-westcollege.edu
Notre Dame de Namur University,Belmont,CA,94002-1908,www.ndnu.edu
Occidental College,Los Angeles,CA,90041-3392,www.oxy.edu
Oceanside College of Beauty,Oceanside,CA,92054-5356,ocb.edu/
Ohlone College,Fremont,CA,94539-0390,www.ohlone.edu
Orange Coast College,Costa Mesa,CA,92626,www.orangecoastcollege.edu/
Otis College of Art and Design,Los Angeles,CA,90045-3505,www.otis.edu
Oxnard College,Oxnard,CA,93033-6699,www.oxnardcollege.edu
Hope International University,Fullerton,CA,92831-3199,www.hiu.edu
Concorde Career College-San Diego,San Diego,CA,92113-1964,www.concorde.edu
Palo Alto University,Palo Alto,CA,94304-1337,www.paloaltou.edu
Pacific Lutheran Theological Seminary,Berkeley,CA,94708-1597,www.plts.edu
Pacific Oaks College,Pasadena,CA,91103,www.pacificoaks.edu
Pacific School of Religion,Berkeley,CA,94709, Western Association of Schools and Colleges Senior College and University Commission
Pacific States University,Los Angeles,CA,90010,www.psuca.edu
Pacific Union College,Angwin,CA,94508-9707,www.puc.edu
University of the Pacific,Stockton,CA,95211-0197,www.pacific.edu
Palo Verde College,Blythe,CA,92225,www.paloverde.edu
Palomar College,San Marcos,CA,92069-1487,WWW.PALOMAR.EDU
Paris Beauty College,Concord,CA,94520,www.Parisbeautycollege.com
Pasadena City College,Pasadena,CA,91106-2003,www.pasadena.edu
Pepperdine University,Malibu,CA,90263,www.pepperdine.edu/
Pitzer College,Claremont,CA,91711-6101,www.pitzer.edu
Platt College-San Diego,San Diego,CA,92115-3919,www.platt.edu
Point Loma Nazarene University,San Diego,CA,92106-2899,www.pointloma.edu
Pomona College,Claremont,CA,91711-6319,www.pomona.edu
Porterville College,Porterville,CA,93257,www.portervillecollege.edu
Westwood College-South Bay,Torrance,CA,90502,www.westwood.edu
Professional Institute of Beauty,El Monte,CA,91731,www.pib.edu
Santa Ana College,Santa Ana,CA,92706-3398,www.sac.edu
Pardee RAND Graduate School,Santa Monica,CA,90407-2138,www.prgs.edu
Shasta School of Cosmetology,Redding,CA,96003,www.hambeltonbeauty.com
University of Redlands,Redlands,CA,92373-0999,www.redlands.edu
College of the Redwoods,Eureka,CA,95501-9300,www.redwoods.edu
Salon Success Academy-Upland,Upland,CA,91786,www.gotobeautyschool.com
Salon Success Academy-Corona,Corona,CA,92879,www.gotobeautyschool.com
Rio Hondo College,Whittier,CA,90601-1616,www.riohondo.edu
Riverside City College,Riverside,CA,92506,www.rcc.edu/riverside/
Argosy University-San Francisco Bay Area,Alameda,CA,94501,www.argosy.edu/sanfrancisco
Rosemead Beauty School,Rosemead,CA,91770-1639,www.rosemead-beauty-school.com
Dongguk University-Los Angeles,Los Angeles,CA,90020-1704,dula.edu
Sacramento City College,Sacramento,CA,95822-1386,www.scc.losrios.edu/
Saddleback College,Mission Viejo,CA,92692-3635,www.saddleback.edu
Samuel Merritt University,Oakland,CA,94609,www.samuelmerritt.edu
San Diego City College,San Diego,CA,92101-4787,www.sdcity.edu/
Golf Academy of America-Carlsbad,Carlsbad,CA,92008,www.golfacademy.edu
San Diego Mesa College,San Diego,CA,92111-4998,www.sdmesa.edu/
San Diego Miramar College,San Diego,CA,92126-2999,www.sdmiramar.edu/
San Diego State University,San Diego,CA,92182,www.sdsu.edu
University of San Diego,San Diego,CA,92110-2492,www.sandiego.edu
San Francisco Art Institute,San Francisco,CA,94133-2299, Western Association of Schools and Colleges Senior College and University Commission
San Francisco Conservatory of Music,San Francisco,CA,94102-6011,www.sfcm.edu
San Francisco State University,San Francisco,CA,94132,www.sfsu.edu
San Francisco Theological Seminary,San Anselmo,CA,94960-0000, Western Association of Schools and Colleges Senior College and University Commission
University of San Francisco,San Francisco,CA,94117-1080,www.usfca.edu/
San Joaquin College of Law,Clovis,CA,93612-1312,www.sjcl.edu
San Joaquin Delta College,Stockton,CA,95207,www.deltacollege.edu
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,95231,http://deltacollege.edu/div/hs/radiohome.html
San Joaquin Valley College-Visalia,Visalia,CA,93291-9283,www.sjvc.edu
San Joaquin Valley College,Hanford,CA,932304523,http://www.sjvc.edu
San Joaquin Valley College-Online,Visalia,CA,93291,http://info.sjvc.edu/campus.php?selection=SJVCOnline&source_code=DTMKSR&source_campaign_id=636&affiliate_id=sjvc+college&dart_code=p308653487&gclid=CP
San Joaquin Valley College-Bakersfield,Bakersfield,CA,93309,www.sjvc.edu/
William Jessup University,Rocklin,CA,95765-3707, Western Association of Schools and Colleges Senior College and University Commission
San Jose City College,San Jose,CA,95128-2798,www.sjcc.edu
San Jose State University,San Jose,CA,95192-0001,www.sjsu.edu
College of San Mateo,San Mateo,CA,94402-3784,www.collegeofsanmateo.edu
Santa Barbara Business College-Bakersfield,Bakersfield,CA,93309,sbbcollege.edu
Westwood College-Los Angeles,Los Angeles,CA,90010,www.westwood.edu
Santa Barbara Business College-Santa Maria,Santa Maria,CA,93454,sbbcollege.edu
Santa Barbara City College,Santa Barbara,CA,93109-2394,www.sbcc.edu
Santa Clara University,Santa Clara,CA,95053,www.scu.edu
Jesuit School of Theology of Santa Clara University,Berkeley,CA,94709,http://www.scu.edu/jst/
Santa Monica College,Santa Monica,CA,90405-1628,www.smc.edu
Santa Rosa Junior College,Santa Rosa,CA,95401-4395,www.santarosa.edu
Saybrook University,San Francisco,CA,94111-1920,www.saybrook.edu
Scripps College,Claremont,CA,91711-3905,www.scrippscollege.edu
Wyotech-Fremont,Fremont,CA,94539,www.wyotech.edu/campus/fremont
College of the Sequoias,Visalia,CA,93277-2214,www.cos.edu
Shasta Bible College and Graduate School,Redding,CA,96002,www.shasta.edu
Shasta College,Redding,CA,96003,www.shastacollege.edu
Sierra College,Rocklin,CA,95677-3397,www.sierracollege.edu
Sierra College of Beauty,Merced,CA,95340,sierrabeautycollege.net
Sierra Valley College of Court Reporting,Fresno,CA,93726,www.sierravalleycollege.edu
Trinity Law School,Santa Ana,CA,92705, North Central Association of Colleges and Schools The Higher Learning Commission
Simpson University,Redding,CA,96003-8606,www.simpsonu.edu
College of the Siskiyous,Weed,CA,96094-2899,www.siskiyous.edu
Charles A Jones Career and Education Center,Sacramento,CA,95824-1529,www.caj.scusd.edu
Skyline College,San Bruno,CA,94066-1698,skylinecollege.edu
San Bernardino Valley College,San Bernardino,CA,92410-2798,www.valleycollege.edu
Saint Mary's College of California,Moraga,CA,94575,www.stmarys-ca.edu
Solano Community College,Fairfield,CA,94534-3197,www.solano.edu
Sonoma State University,Rohnert Park,CA,94928-3609,www.sonoma.edu
Pinnacle College,Alhambra,CA,91803,www.pinnaclecollege.edu
Pinnacle College-Sacramento,Rancho Cordova,CA,95670,http://www.pinnaclecollege.edu
South Baylo University,Anaheim,CA,92801-1701,WWW.SOUTHBAYLO.EDU
South Coast College,Orange,CA,92868-2609,SOUTHCOASTCOLLEGE.COM
Vanguard University of Southern California,Costa Mesa,CA,92626,www.vanguard.edu
Concorde Career College-Garden Grove,Garden Grove,CA,92840-9201,www.concorde.edu
Southwestern College,Chula Vista,CA,91910-7299,www.swccd.edu/
Starr King School for Ministry,Berkeley,CA,94709-1209,www.sksm.edu
Marshall B Ketchum University,Fullerton,CA,92831-1699,www.ketchum.edu
Southern California Institute of Architecture,Los Angeles,CA,90013-1822,www.sciarc.edu
University of Southern California,Los Angeles,CA,90089,www.usc.edu/
Southwestern Law School,Los Angeles,CA,90010-1106, Distance Education Accrediting Commission
